name,Machine,NumberOfSections,PointerToSymbolTable,NumberOfSymbols,SizeOfOptionalHeader,Characteristics,Magic,MajorLinkerVersion,MinorLinkerVersion,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,BaseOfCode,ImageBase,SectionAlignment,FileAlignment,MajorOperatingSystemVersion,MinorOperatingSystemVersion,MajorImageVersion,MinorImageVersion,MajorSubsystemVersion,MinorSubsystemVersion,Win32VersionValue,SizeOfImage,SizeOfHeaders,CheckSum,Subsystem,DllCharacteristics,SizeOfStackReserve,SizeOfStackCommit,SizeOfHeapReserve,SizeOfHeapCommit,LoaderFlags,NumberOfRvaAndSizes,keterangan
E:/sampel/zeus/pid856/file.0xff381d00.0xff37b8d8.ImageSectionObject.rpcss.dll.img,332,4,0,0,224,8462,267,7,10,247808,146944,0,82861,4096,1990721536,4096,512,5,1,5,1,4,0,0,405504,1024,451547,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid856/file.0xff3883b0.0xff3bb008.ImageSectionObject.activeds.dll.img,332,4,0,0,224,8462,267,7,10,154112,40448,0,4880,4096,2009858048,4096,512,5,1,5,1,4,0,0,204800,1024,229071,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid856/file.0xff388488.0xff3bb0f0.ImageSectionObject.adsldpc.dll.img,332,4,0,0,224,8462,267,7,10,135168,7168,0,4864,4096,1994457088,4096,512,5,1,5,1,4,0,0,151552,1024,156421,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid856/file.0xff38b8f8.0xff38c6b8.ImageSectionObject.winrnr.dll.img,332,4,0,0,224,8462,267,7,10,12800,3072,0,4445,4096,1996161024,4096,512,5,1,5,1,4,10,0,32768,1024,44399,3,1024,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid856/file.0xff38b9d0.0xff38c5e0.ImageSectionObject.rasadhlp.dll.img,332,4,0,0,224,8462,267,7,10,4608,2560,0,5163,4096,1996226560,4096,512,5,1,5,1,4,10,0,24576,1024,51817,3,1024,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid856/file.0xff390130.0x80f5a118.ImageSectionObject.version.dll.img,332,4,0,0,224,8462,267,7,10,14848,3584,0,4405,4096,2009071616,4096,512,5,1,5,1,4,0,0,32768,1024,73080,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid856/file.0xff392130.0x80f537a0.ImageSectionObject.user32.dll-1.img,332,4,0,0,224,8462,267,7,10,388608,188928,0,69305,4096,2010382336,4096,512,5,1,5,1,4,0,0,589824,1024,641632,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid856/file.0xff392130.0x80f537a0.ImageSectionObject.user32.dll.img,332,4,0,0,224,8462,267,7,10,388608,188928,0,69305,4096,2010382336,4096,512,5,1,5,1,4,0,0,589824,1024,641632,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid856/file.0xff397520.0xff3600f0.ImageSectionObject.wshtcpip.dll.img,332,4,0,0,224,8462,267,7,10,14848,4608,0,5166,4096,1906900992,4096,512,5,1,5,1,4,10,0,32768,1024,74384,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid856/file.0xff3984e0.0xff3992d8.ImageSectionObject.rtutils.dll.img,332,4,0,0,224,8462,267,7,10,38912,4096,0,9311,4096,1994915840,4096,512,5,1,5,1,4,10,0,57344,1024,74214,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid856/file.0xff39f8d8.0x80fb0cf0.ImageSectionObject.wintrust.dll.img,332,4,0,0,224,8462,267,7,10,164864,11264,0,5417,4096,1992491008,4096,512,5,1,5,1,4,0,0,188416,1024,198302,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid856/file.0xff3a0690.0x80f78b30.ImageSectionObject.crypt32.dll.img,332,4,0,0,224,8462,267,7,10,540160,56320,0,5698,4096,2007498752,4096,512,5,1,5,1,4,0,0,606208,1024,615569,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid856/file.0xff3aedf8.0x80f77d40.ImageSectionObject.apphelp.dll.img,332,4,0,0,224,8462,267,7,10,116736,9216,0,7187,4096,2008285184,4096,512,5,1,5,1,4,0,0,139264,1024,156456,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid856/file.0xff3aedf8.0xff26ee88.DataSectionObject.apphelp.dll.dat,332,4,0,0,224,8462,267,7,10,116736,9216,0,7187,4096,2008285184,4096,512,5,1,5,1,4,0,0,139264,1024,156456,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid856/file.0xff3b2028.0x80f55a20.ImageSectionObject.regapi.dll.img,332,4,0,0,224,8462,267,7,10,45056,3584,0,4480,4096,1992032256,4096,512,5,1,5,1,4,10,0,61440,1024,114219,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid856/file.0xff3b9130.0x80f04f30.ImageSectionObject.wininet.dll.img,332,4,0,0,224,8462,267,7,10,553984,117248,0,5453,4096,1998258176,4096,512,5,1,5,1,4,0,0,679936,1024,664765,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid856/file.0xff3ba7d8.0x80f63868.DataSectionObject.msasn1.dll.dat,332,4,0,0,224,8462,267,7,10,53760,2560,0,13209,4096,2008154112,4096,512,5,1,5,1,4,0,0,73728,1024,71341,2,1024,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid856/file.0xff3ba7d8.0x80fadc50.ImageSectionObject.msasn1.dll.img,332,4,0,0,224,8462,267,7,10,53760,2560,0,13209,4096,2008154112,4096,512,5,1,5,1,4,0,0,73728,1024,71341,2,1024,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid856/file.0xff3bb8d8.0x80efa2b0.ImageSectionObject.userenv.dll.img,332,4,0,0,224,8462,267,7,10,649216,73216,0,5588,4096,1989935104,4096,512,5,1,5,1,4,0,0,733184,1024,747498,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid856/file.0xff3bc130.0x80f296a0.ImageSectionObject.wldap32.dll.img,332,4,0,0,224,8462,267,7,10,131072,40448,0,4400,4096,1995833344,4096,512,5,1,5,1,4,0,0,180224,1024,229662,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid856/file.0xff3bc130.0x80f63688.DataSectionObject.wldap32.dll.dat,332,4,0,0,224,8462,267,7,10,131072,40448,0,4400,4096,1995833344,4096,512,5,1,5,1,4,0,0,180224,1024,229662,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid856/file.0xff3c0c20.0xff3bd008.ImageSectionObject.rasapi32.dll.img,332,4,0,0,224,8462,267,7,10,219648,18432,0,12965,4096,1995309056,4096,512,5,1,5,1,4,0,0,245760,1024,268886,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid856/file.0xff3c0cf8.0xff3bd0f0.ImageSectionObject.rasman.dll.img,332,4,0,0,224,8462,267,7,10,55296,5632,0,4624,4096,1994981376,4096,512,5,1,5,1,4,0,0,73728,1024,108359,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid856/file.0xff3c0eb8.0xff3c6aa0.ImageSectionObject.tapi32.dll.img,332,4,0,0,224,8462,267,7,10,169472,12800,0,5024,4096,1995112448,4096,512,5,1,5,1,4,0,0,192512,1024,226157,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid856/file.0xff3c5368.0x80f70b48.ImageSectionObject.gdi32.dll.img,332,4,0,0,224,8462,267,7,10,265216,11776,0,25546,4096,2012282880,4096,512,5,1,5,1,4,10,0,286720,1024,307207,3,0,262144,4096,1048576,4096,0,16,1
