name,Machine,NumberOfSections,PointerToSymbolTable,NumberOfSymbols,SizeOfOptionalHeader,Characteristics,Magic,MajorLinkerVersion,MinorLinkerVersion,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,BaseOfCode,ImageBase,SectionAlignment,FileAlignment,MajorOperatingSystemVersion,MinorOperatingSystemVersion,MajorImageVersion,MinorImageVersion,MajorSubsystemVersion,MinorSubsystemVersion,Win32VersionValue,SizeOfImage,SizeOfHeaders,CheckSum,Subsystem,DllCharacteristics,SizeOfStackReserve,SizeOfStackCommit,SizeOfHeapReserve,SizeOfHeapCommit,LoaderFlags,NumberOfRvaAndSizes,keterangan
E:/sampel/zeus/pid632/file.0x80f29bc0.0x80f2a598.ImageSectionObject.oleaut32.dll.img,332,5,0,0,224,8462,267,7,10,521728,31232,0,5464,4096,1997668352,4096,512,5,1,5,1,4,10,0,573440,1024,616791,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0x80f2e660.0x81023970.ImageSectionObject.rpcrt4.dll.img,332,5,0,0,224,8462,267,7,10,558592,23040,0,25220,4096,2011627520,4096,512,5,1,5,1,4,10,0,593920,1024,640130,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0x80f4c738.0x81024b00.ImageSectionObject.setupapi.dll.img,332,4,0,0,224,11534,267,7,10,510464,472576,0,5530,4096,2006056960,4096,512,5,1,5,1,4,0,0,995328,1024,1005931,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0x80f4d128.0x80fb1c48.ImageSectionObject.secur32.dll.img,332,4,0,0,224,8462,267,7,10,49664,5632,0,8497,4096,2013134848,4096,512,5,1,5,1,4,0,0,69632,1024,107137,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0x80f4d3c8.0x80fb5578.ImageSectionObject.ws2_32.dll.img,332,4,0,0,224,8462,267,7,10,74240,7680,0,4723,4096,1907032064,4096,512,5,1,5,1,4,10,0,94208,1024,131851,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0x80f63920.0x80f2acb0.ImageSectionObject.advapi32.dll.img,332,4,0,0,224,8462,267,7,10,476160,146432,0,28884,4096,2010972160,4096,512,5,1,5,1,4,0,0,634880,1024,658916,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0x80f649c8.0x80ff8db0.ImageSectionObject.winsta.dll.img,332,4,0,0,224,8462,267,7,10,48640,4096,0,4320,4096,1983250432,4096,512,5,1,5,1,4,10,0,65536,1024,85273,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0x80f6e800.0x80ff40c0.ImageSectionObject.winlogon.exe.img,332,3,0,0,224,287,267,7,10,455680,57344,0,250707,4096,16777216,4096,512,5,1,21315,20512,4,0,0,524288,1024,512549,2,32768,262144,20480,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0x80f72c48.0x80ff9c28.ImageSectionObject.ole32.dll.img,332,5,0,0,224,8462,267,7,10,1193984,87552,0,73921,4096,2001600512,4096,512,5,1,5,1,4,0,0,1294336,1024,1327614,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0x80f7ca70.0x80f777d0.ImageSectionObject.shlwapi.dll.img,332,4,0,0,224,8462,267,7,10,441344,32768,0,20987,4096,2012610560,4096,512,5,1,5,1,4,0,0,483328,1024,510103,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0x80fb13e8.0x80fca668.ImageSectionObject.sfc.dll.img,332,4,0,0,224,8462,267,7,10,2048,2048,0,4659,4096,1991966720,4096,512,5,1,5,1,4,10,0,20480,1024,68350,3,1024,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0x80fb5ac0.0xff277ef8.DataSectionObject.winmm.dll.dat,332,4,0,0,224,8462,267,7,10,126464,51200,0,11113,4096,1991507968,4096,512,5,1,5,1,4,0,0,184320,1024,191754,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0x80fb5ac0.0xff36a1e0.ImageSectionObject.winmm.dll.img,332,4,0,0,224,8462,267,7,10,126464,51200,0,11113,4096,1991507968,4096,512,5,1,5,1,4,0,0,184320,1024,191754,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0x80fb78d0.0xff3662b8.ImageSectionObject.msacm32.dll.img,332,4,0,0,224,8462,267,7,10,62464,8192,0,4754,4096,2008940544,4096,512,5,1,5,1,4,0,0,86016,1024,120334,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0x80fb7d28.0x80ffd008.ImageSectionObject.kernel32.dll.img,332,4,0,0,224,8462,267,7,10,531968,458240,0,46134,4096,2088763392,4096,512,5,1,5,1,4,0,0,999424,1024,1046600,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0x80fbe850.0xff38b420.ImageSectionObject.msv1_0.dll.img,332,4,0,0,224,8462,267,7,10,114688,14336,0,18569,4096,2009530368,4096,512,5,1,5,1,4,0,0,143360,1024,180441,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0x80fcfce0.0x80f587e0.ImageSectionObject.netapi32.dll.img,332,4,0,0,224,8462,267,7,10,309760,21504,0,35320,4096,1535508480,4096,512,5,1,5,1,4,0,0,344064,1024,383638,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0x80feb1c8.0xff380640.ImageSectionObject.iphlpapi.dll.img,332,4,0,0,224,8462,267,7,10,77312,16384,0,21495,4096,1993736192,4096,512,5,1,5,1,4,10,0,102400,1024,130252,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0x80ff3e78.0x81023d08.ImageSectionObject.shsvcs.dll.img,332,4,0,0,224,8462,267,7,10,121856,12800,0,87560,4096,2003697664,4096,512,5,1,5,1,4,10,0,143360,1024,153368,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0x80ffaa00.0x80ff00f0.ImageSectionObject.samlib.dll.img,332,4,0,0,224,8462,267,7,10,59392,4096,0,4493,4096,1908342784,4096,512,5,1,5,1,4,0,0,77824,1024,105553,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0x81002210.0x80f28ea0.ImageSectionObject.psapi.dll.img,332,4,0,0,224,8462,267,7,10,16384,14848,0,4337,4096,1992228864,4096,512,5,1,5,1,4,0,0,45056,1024,41627,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0x81002900.0x8102f3b0.ImageSectionObject.mpr.dll.img,332,4,0,0,224,8462,267,7,10,54272,5120,0,4682,4096,1907490816,4096,512,5,1,5,1,4,0,0,73728,1024,98885,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0x81075220.0x80f49148.ImageSectionObject.ntdll.dll.img,332,4,0,0,224,8462,267,7,10,501760,211456,0,78166,4096,2089811968,4096,512,5,1,5,1,4,10,0,720896,1024,717559,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0xff12bb40.0xff37f270.DataSectionObject.sdra64.exe.dat,332,4,0,0,224,259,267,9,0,92160,49152,0,14204,4096,4194304,4096,512,5,0,0,0,5,0,0,155648,1024,0,2,33024,1048576,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0xff25df28.0xff284f30.ImageSectionObject.midimap.dll.img,332,4,0,0,224,8462,267,7,10,11264,7168,0,13245,4096,2008875008,4096,512,5,1,5,1,4,10,0,28672,1024,63145,3,1024,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0xff360bd8.0x80ffdba0.ImageSectionObject.xpsp2res.dll.img,332,1,0,0,224,8462,267,7,10,0,2897408,0,0,4096,536870912,4096,512,5,1,5,1,5,1,0,2904064,512,2961476,3,1024,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0xff368130.0x80f06008.ImageSectionObject.shell32.dll.img,332,4,0,0,224,8462,267,7,10,2076160,6380544,0,129552,4096,2090598400,4096,512,5,1,5,1,4,10,0,8470528,1024,8440852,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0xff368130.0xff37b008.DataSectionObject.shell32.dll.dat,332,4,0,0,224,8462,267,7,10,2076160,6380544,0,129552,4096,2090598400,4096,512,5,1,5,1,4,10,0,8470528,1024,8440852,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0xff377e98.0x81002c68.ImageSectionObject.comdlg32.dll.img,332,4,0,0,224,8462,267,7,10,196096,90112,0,6840,4096,1983578112,4096,512,5,1,5,1,4,10,0,299008,1024,307679,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0xff3796a0.0xff38e490.ImageSectionObject.cscdll.dll.img,332,5,0,0,224,8462,267,7,10,67584,35840,0,4720,4096,1986002944,4096,512,5,1,5,1,4,10,0,118784,1024,111540,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0xff37a130.0x80f70880.ImageSectionObject.ws2help.dll.img,332,4,0,0,224,8462,267,7,10,15872,3072,0,5698,4096,1906966528,4096,512,5,1,5,1,4,0,0,32768,1024,45046,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0xff37a410.0xff37cb28.ImageSectionObject.comres.dll.img,332,4,0,0,224,8462,267,7,10,512,791040,0,4181,4096,1996816384,4096,512,5,1,5,1,4,10,0,806912,1024,823662,3,1024,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0xff37b438.0xff37cc00.ImageSectionObject.clbcatq.dll.img,332,4,0,0,224,8462,267,7,10,466944,45056,0,13668,4096,1996292096,4096,512,5,1,5,1,4,0,0,520192,1024,522286,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0xff37b9d0.0xff379e98.ImageSectionObject.ntmarta.dll.img,332,4,0,0,224,8462,267,7,10,103936,16384,0,5173,4096,2003369984,4096,512,5,1,5,1,4,10,0,135168,1024,131007,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0xff37c370.0xff3795a8.ImageSectionObject.wlnotify.dll.img,332,4,0,0,224,8462,267,7,10,69120,25600,0,7066,4096,1972699136,4096,512,5,1,5,1,4,0,0,106496,1024,95118,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0xff37d788.0xff2673f8.DataSectionObject.rsaenh.dll.dat,332,4,0,0,224,8462,267,7,10,134144,17920,0,79073,4096,268238848,4096,512,5,1,5,1,4,0,0,163840,1024,173788,3,2048,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0xff37d788.0xff37d388.ImageSectionObject.rsaenh.dll.img,332,4,0,0,224,8462,267,7,10,134144,17920,0,79073,4096,268238848,4096,512,5,1,5,1,4,0,0,163840,1024,173788,3,2048,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0xff37d860.0xff37d2b0.ImageSectionObject.winscard.dll.img,332,4,0,0,224,8462,267,7,10,82432,15872,0,4816,4096,1916600320,4096,512,5,1,5,1,4,10,0,114688,1024,136644,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0xff381888.0xff38a6f0.ImageSectionObject.atl.dll.img,332,4,0,0,224,8462,267,7,10,44544,13312,0,41184,4096,1991376896,4096,512,5,1,5,1,4,10,0,69632,1024,81184,3,1024,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0xff387640.0xff37e6e0.ImageSectionObject.wtsapi32.dll.img,332,4,0,0,224,8462,267,7,10,14336,3072,0,13277,4096,1995767808,4096,512,5,1,5,1,4,10,0,32768,1024,35846,3,1024,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0xff3883b0.0xff3bb008.ImageSectionObject.activeds.dll.img,332,4,0,0,224,8462,267,7,10,154112,40448,0,4880,4096,2009858048,4096,512,5,1,5,1,4,0,0,204800,1024,229071,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0xff388488.0xff3bb0f0.ImageSectionObject.adsldpc.dll.img,332,4,0,0,224,8462,267,7,10,135168,7168,0,4864,4096,1994457088,4096,512,5,1,5,1,4,0,0,151552,1024,156421,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0xff38b228.0xff3b5270.ImageSectionObject.msacm32.drv.img,332,4,0,0,224,8462,267,7,0,10240,9216,0,9589,4096,1926299648,4096,512,5,1,5,1,4,0,0,32768,1024,21847,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0xff390130.0x80f5a118.ImageSectionObject.version.dll.img,332,4,0,0,224,8462,267,7,10,14848,3584,0,4405,4096,2009071616,4096,512,5,1,5,1,4,0,0,32768,1024,73080,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0xff392130.0x80f537a0.ImageSectionObject.user32.dll.img,332,4,0,0,224,8462,267,7,10,388608,188928,0,69305,4096,2010382336,4096,512,5,1,5,1,4,0,0,589824,1024,641632,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0xff3944d0.0x80f4f8c8.ImageSectionObject.msgina.dll.img,332,4,0,0,224,8462,267,7,10,174080,823808,0,6173,4096,1972830208,4096,512,5,1,5,1,4,10,0,1011712,1024,1000267,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0xff395150.0xff395008.ImageSectionObject.winspool.drv.img,332,4,0,0,224,8462,267,7,10,131072,14336,0,19712,4096,1929379840,4096,512,5,1,5,1,4,0,0,155648,1024,172359,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0xff3984e0.0xff3992d8.ImageSectionObject.rtutils.dll.img,332,4,0,0,224,8462,267,7,10,38912,4096,0,9311,4096,1994915840,4096,512,5,1,5,1,4,10,0,57344,1024,74214,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0xff39f8d8.0x80fb0cf0.ImageSectionObject.wintrust.dll.img,332,4,0,0,224,8462,267,7,10,164864,11264,0,5417,4096,1992491008,4096,512,5,1,5,1,4,0,0,188416,1024,198302,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0xff3a0690.0x80f78b30.ImageSectionObject.crypt32.dll.img,332,4,0,0,224,8462,267,7,10,540160,56320,0,5698,4096,2007498752,4096,512,5,1,5,1,4,0,0,606208,1024,615569,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0xff3aedf8.0x80f77d40.ImageSectionObject.apphelp.dll.img,332,4,0,0,224,8462,267,7,10,116736,9216,0,7187,4096,2008285184,4096,512,5,1,5,1,4,0,0,139264,1024,156456,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0xff3aedf8.0xff26ee88.DataSectionObject.apphelp.dll.dat,332,4,0,0,224,8462,267,7,10,116736,9216,0,7187,4096,2008285184,4096,512,5,1,5,1,4,0,0,139264,1024,156456,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0xff3b2028.0x80f55a20.ImageSectionObject.regapi.dll.img,332,4,0,0,224,8462,267,7,10,45056,3584,0,4480,4096,1992032256,4096,512,5,1,5,1,4,10,0,61440,1024,114219,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0xff3b54b8.0xff3831e0.ImageSectionObject.mprapi.dll.img,332,4,0,0,224,8462,267,7,10,80384,6144,0,9825,4096,1993605120,4096,512,5,1,5,1,4,10,0,98304,1024,119360,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0xff3b9130.0x80f04f30.ImageSectionObject.wininet.dll.img,332,4,0,0,224,8462,267,7,10,553984,117248,0,5453,4096,1998258176,4096,512,5,1,5,1,4,0,0,679936,1024,664765,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0xff3ba7d8.0x80f63868.DataSectionObject.msasn1.dll.dat,332,4,0,0,224,8462,267,7,10,53760,2560,0,13209,4096,2008154112,4096,512,5,1,5,1,4,0,0,73728,1024,71341,2,1024,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0xff3ba7d8.0x80fadc50.ImageSectionObject.msasn1.dll.img,332,4,0,0,224,8462,267,7,10,53760,2560,0,13209,4096,2008154112,4096,512,5,1,5,1,4,0,0,73728,1024,71341,2,1024,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0xff3bb8d8.0x80efa2b0.ImageSectionObject.userenv.dll.img,332,4,0,0,224,8462,267,7,10,649216,73216,0,5588,4096,1989935104,4096,512,5,1,5,1,4,0,0,733184,1024,747498,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0xff3bc130.0x80f296a0.ImageSectionObject.wldap32.dll.img,332,4,0,0,224,8462,267,7,10,131072,40448,0,4400,4096,1995833344,4096,512,5,1,5,1,4,0,0,180224,1024,229662,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0xff3bc130.0x80f63688.DataSectionObject.wldap32.dll.dat,332,4,0,0,224,8462,267,7,10,131072,40448,0,4400,4096,1995833344,4096,512,5,1,5,1,4,0,0,180224,1024,229662,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0xff3bc228.0xff25a008.ImageSectionObject.cscui.dll.img,332,4,0,0,224,8462,267,7,10,141312,187392,0,6128,4096,2007105536,4096,512,5,1,5,1,4,0,0,344064,1024,353534,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid632/file.0xff3c5368.0x80f70b48.ImageSectionObject.gdi32.dll.img,332,4,0,0,224,8462,267,7,10,265216,11776,0,25546,4096,2012282880,4096,512,5,1,5,1,4,10,0,286720,1024,307207,3,0,262144,4096,1048576,4096,0,16,1
